name	title	source	organism	experiment	well	individual	batch	description	molecule	processed1	processed2	processed3	processed4	processed5	processed6	raw
Sample 4804	10302017-A04-NA19099	LCL-derived iPSC	Homo sapiens	10302017	A04	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A04-NA19099.fastq.gz
Sample 4805	10302017-A05-NA19160	LCL-derived iPSC	Homo sapiens	10302017	A05	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A05-NA19160.fastq.gz
Sample 4806	10302017-A06-NA19160	LCL-derived iPSC	Homo sapiens	10302017	A06	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A06-NA19160.fastq.gz
Sample 4807	10302017-A07-NA19099	LCL-derived iPSC	Homo sapiens	10302017	A07	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A07-NA19099.fastq.gz
Sample 4808	10302017-A08-NA18870	LCL-derived iPSC	Homo sapiens	10302017	A08	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A08-NA18870.fastq.gz
Sample 4809	10302017-A09-NA19160	LCL-derived iPSC	Homo sapiens	10302017	A09	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A09-NA19160.fastq.gz
Sample 4810	10302017-A10-NA18855	LCL-derived iPSC	Homo sapiens	10302017	A10	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A10-NA18855.fastq.gz
Sample 4811	10302017-A11-NA18870	LCL-derived iPSC	Homo sapiens	10302017	A11	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A11-NA18870.fastq.gz
Sample 4812	10302017-A12-NA19160	LCL-derived iPSC	Homo sapiens	10302017	A12	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-A12-NA19160.fastq.gz
Sample 4813	10302017-B01-NA19099	LCL-derived iPSC	Homo sapiens	10302017	B01	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B01-NA19099.fastq.gz
Sample 4814	10302017-B02-NA19160	LCL-derived iPSC	Homo sapiens	10302017	B02	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B02-NA19160.fastq.gz
Sample 4815	10302017-B03-NA18870	LCL-derived iPSC	Homo sapiens	10302017	B03	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B03-NA18870.fastq.gz
Sample 4816	10302017-B04-NA18855	LCL-derived iPSC	Homo sapiens	10302017	B04	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B04-NA18855.fastq.gz
Sample 4817	10302017-B05-NA19160	LCL-derived iPSC	Homo sapiens	10302017	B05	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B05-NA19160.fastq.gz
Sample 4818	10302017-B06-NA19160	LCL-derived iPSC	Homo sapiens	10302017	B06	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B06-NA19160.fastq.gz
Sample 4819	10302017-B07-NA18855	LCL-derived iPSC	Homo sapiens	10302017	B07	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B07-NA18855.fastq.gz
Sample 4820	10302017-B08-NA19144	LCL-derived iPSC	Homo sapiens	10302017	B08	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B08-NA19144.fastq.gz
Sample 4821	10302017-B09-NA19160	LCL-derived iPSC	Homo sapiens	10302017	B09	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B09-NA19160.fastq.gz
Sample 4822	10302017-B10-NA18855	LCL-derived iPSC	Homo sapiens	10302017	B10	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B10-NA18855.fastq.gz
Sample 4823	10302017-B11-NA19160	LCL-derived iPSC	Homo sapiens	10302017	B11	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B11-NA19160.fastq.gz
Sample 4824	10302017-B12-NA19144	LCL-derived iPSC	Homo sapiens	10302017	B12	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-B12-NA19144.fastq.gz
Sample 4825	10302017-C01-NA19160	LCL-derived iPSC	Homo sapiens	10302017	C01	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C01-NA19160.fastq.gz
Sample 4826	10302017-C02-NA18870	LCL-derived iPSC	Homo sapiens	10302017	C02	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C02-NA18870.fastq.gz
Sample 4827	10302017-C03-NA19144	LCL-derived iPSC	Homo sapiens	10302017	C03	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C03-NA19144.fastq.gz
Sample 4828	10302017-C04-NA19160	LCL-derived iPSC	Homo sapiens	10302017	C04	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C04-NA19160.fastq.gz
Sample 4829	10302017-C05-NA18855	LCL-derived iPSC	Homo sapiens	10302017	C05	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C05-NA18855.fastq.gz
Sample 4830	10302017-C06-NA18855	LCL-derived iPSC	Homo sapiens	10302017	C06	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C06-NA18855.fastq.gz
Sample 4831	10302017-C07-NA19099	LCL-derived iPSC	Homo sapiens	10302017	C07	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C07-NA19099.fastq.gz
Sample 4832	10302017-C08-NA19160	LCL-derived iPSC	Homo sapiens	10302017	C08	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C08-NA19160.fastq.gz
Sample 4833	10302017-C09-NA19099	LCL-derived iPSC	Homo sapiens	10302017	C09	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C09-NA19099.fastq.gz
Sample 4834	10302017-C10-NA18870	LCL-derived iPSC	Homo sapiens	10302017	C10	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C10-NA18870.fastq.gz
Sample 4835	10302017-C11-NA19160	LCL-derived iPSC	Homo sapiens	10302017	C11	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C11-NA19160.fastq.gz
Sample 4836	10302017-C12-NA18855	LCL-derived iPSC	Homo sapiens	10302017	C12	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-C12-NA18855.fastq.gz
Sample 4837	10302017-D01-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D01	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D01-NA19160.fastq.gz
Sample 4838	10302017-D02-NA19099	LCL-derived iPSC	Homo sapiens	10302017	D02	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D02-NA19099.fastq.gz
Sample 4839	10302017-D03-NA19144	LCL-derived iPSC	Homo sapiens	10302017	D03	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D03-NA19144.fastq.gz
Sample 4840	10302017-D04-NA18855	LCL-derived iPSC	Homo sapiens	10302017	D04	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D04-NA18855.fastq.gz
Sample 4841	10302017-D05-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D05	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D05-NA19160.fastq.gz
Sample 4842	10302017-D06-NA18855	LCL-derived iPSC	Homo sapiens	10302017	D06	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D06-NA18855.fastq.gz
Sample 4843	10302017-D07-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D07	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D07-NA19160.fastq.gz
Sample 4844	10302017-D08-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D08	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D08-NA19160.fastq.gz
Sample 4845	10302017-D09-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D09	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D09-NA19160.fastq.gz
Sample 4846	10302017-D10-NA19160	LCL-derived iPSC	Homo sapiens	10302017	D10	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D10-NA19160.fastq.gz
Sample 4847	10302017-D11-NA18855	LCL-derived iPSC	Homo sapiens	10302017	D11	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D11-NA18855.fastq.gz
Sample 4848	10302017-D12-NA18855	LCL-derived iPSC	Homo sapiens	10302017	D12	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-D12-NA18855.fastq.gz
Sample 4849	10302017-E01-NA19099	LCL-derived iPSC	Homo sapiens	10302017	E01	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E01-NA19099.fastq.gz
Sample 4850	10302017-E02-NA19160	LCL-derived iPSC	Homo sapiens	10302017	E02	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E02-NA19160.fastq.gz
Sample 4851	10302017-E03-NA19099	LCL-derived iPSC	Homo sapiens	10302017	E03	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E03-NA19099.fastq.gz
Sample 4852	10302017-E04-NA19144	LCL-derived iPSC	Homo sapiens	10302017	E04	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E04-NA19144.fastq.gz
Sample 4853	10302017-E05-NA18870	LCL-derived iPSC	Homo sapiens	10302017	E05	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E05-NA18870.fastq.gz
Sample 4854	10302017-E06-NA18855	LCL-derived iPSC	Homo sapiens	10302017	E06	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E06-NA18855.fastq.gz
Sample 4855	10302017-E07-NA19160	LCL-derived iPSC	Homo sapiens	10302017	E07	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E07-NA19160.fastq.gz
Sample 4856	10302017-E08-NA19099	LCL-derived iPSC	Homo sapiens	10302017	E08	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E08-NA19099.fastq.gz
Sample 4857	10302017-E09-NA19160	LCL-derived iPSC	Homo sapiens	10302017	E09	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E09-NA19160.fastq.gz
Sample 4858	10302017-E10-NA18870	LCL-derived iPSC	Homo sapiens	10302017	E10	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E10-NA18870.fastq.gz
Sample 4859	10302017-E11-NA19160	LCL-derived iPSC	Homo sapiens	10302017	E11	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E11-NA19160.fastq.gz
Sample 4860	10302017-E12-NA19160	LCL-derived iPSC	Homo sapiens	10302017	E12	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-E12-NA19160.fastq.gz
Sample 4861	10302017-F01-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F01	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F01-NA19160.fastq.gz
Sample 4862	10302017-F02-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F02	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F02-NA19160.fastq.gz
Sample 4863	10302017-F03-NA18855	LCL-derived iPSC	Homo sapiens	10302017	F03	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F03-NA18855.fastq.gz
Sample 4864	10302017-F04-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F04	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F04-NA19160.fastq.gz
Sample 4865	10302017-F05-NA19144	LCL-derived iPSC	Homo sapiens	10302017	F05	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F05-NA19144.fastq.gz
Sample 4866	10302017-F06-NA18855	LCL-derived iPSC	Homo sapiens	10302017	F06	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F06-NA18855.fastq.gz
Sample 4867	10302017-F07-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F07	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F07-NA19160.fastq.gz
Sample 4868	10302017-F08-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F08	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F08-NA19160.fastq.gz
Sample 4869	10302017-F09-NA18870	LCL-derived iPSC	Homo sapiens	10302017	F09	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F09-NA18870.fastq.gz
Sample 4870	10302017-F10-NA18870	LCL-derived iPSC	Homo sapiens	10302017	F10	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F10-NA18870.fastq.gz
Sample 4871	10302017-F11-NA19144	LCL-derived iPSC	Homo sapiens	10302017	F11	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F11-NA19144.fastq.gz
Sample 4872	10302017-F12-NA19160	LCL-derived iPSC	Homo sapiens	10302017	F12	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-F12-NA19160.fastq.gz
Sample 4873	10302017-G01-NA18870	LCL-derived iPSC	Homo sapiens	10302017	G01	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G01-NA18870.fastq.gz
Sample 4874	10302017-G02-NA18870	LCL-derived iPSC	Homo sapiens	10302017	G02	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G02-NA18870.fastq.gz
Sample 4875	10302017-G03-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G03	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G03-NA19160.fastq.gz
Sample 4876	10302017-G04-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G04	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G04-NA19160.fastq.gz
Sample 4877	10302017-G05-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G05	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G05-NA19160.fastq.gz
Sample 4878	10302017-G06-NA19099	LCL-derived iPSC	Homo sapiens	10302017	G06	NA19099	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G06-NA19099.fastq.gz
Sample 4879	10302017-G07-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G07	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G07-NA19160.fastq.gz
Sample 4880	10302017-G08-NA19144	LCL-derived iPSC	Homo sapiens	10302017	G08	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G08-NA19144.fastq.gz
Sample 4881	10302017-G09-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G09	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G09-NA19160.fastq.gz
Sample 4882	10302017-G10-NA19160	LCL-derived iPSC	Homo sapiens	10302017	G10	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G10-NA19160.fastq.gz
Sample 4883	10302017-G11-NA18870	LCL-derived iPSC	Homo sapiens	10302017	G11	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G11-NA18870.fastq.gz
Sample 4884	10302017-G12-NA18870	LCL-derived iPSC	Homo sapiens	10302017	G12	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-G12-NA18870.fastq.gz
Sample 4885	10302017-H01-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H01	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H01-NA19160.fastq.gz
Sample 4886	10302017-H02-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H02	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H02-NA19160.fastq.gz
Sample 4887	10302017-H03-NA18855	LCL-derived iPSC	Homo sapiens	10302017	H03	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H03-NA18855.fastq.gz
Sample 4888	10302017-H04-NA19144	LCL-derived iPSC	Homo sapiens	10302017	H04	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H04-NA19144.fastq.gz
Sample 4889	10302017-H05-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H05	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H05-NA19160.fastq.gz
Sample 4890	10302017-H06-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H06	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H06-NA19160.fastq.gz
Sample 4891	10302017-H07-NA18870	LCL-derived iPSC	Homo sapiens	10302017	H07	NA18870	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H07-NA18870.fastq.gz
Sample 4892	10302017-H08-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H08	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H08-NA19160.fastq.gz
Sample 4893	10302017-H09-NA19144	LCL-derived iPSC	Homo sapiens	10302017	H09	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H09-NA19144.fastq.gz
Sample 4894	10302017-H10-NA18855	LCL-derived iPSC	Homo sapiens	10302017	H10	NA18855	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H10-NA18855.fastq.gz
Sample 4895	10302017-H11-NA19160	LCL-derived iPSC	Homo sapiens	10302017	H11	NA19160	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H11-NA19160.fastq.gz
Sample 4896	10302017-H12-NA19144	LCL-derived iPSC	Homo sapiens	10302017	H12	NA19144	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	10302017-H12-NA19144.fastq.gz
Sample 4897	11022017-A01-NA19206	LCL-derived iPSC	Homo sapiens	11022017	A01	NA19206	b4		polyA RNA	eset.rds	scqtl-counts.txt.gz	scqtl-annotation.txt	scqtl-annotation-description.txt	quality-single-cells.txt	genes-pass-filter.txt	11022017-A01-NA19206.fastq.gz
